source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000303-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIMIR	not available	Xenograft Tissue	run51	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f01.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Bi7auzTDwXPLZDTu7GXhoZNlMueq7mV0FrpHGJ-Ogkp7Okr~pyJkofjlorHIMo-u5FldvEmswvif1ZLdEBeVg9dK9YZwfCeoJlKU5FGlYFwhLbSUHPOYa~3yzPm6qSgRH4HOe5Kc3VhZZBwugr4hNPU7ctke1GGyUYqwYZFutm6Xdg-hG928nTHcQYQmaNfv-0V9hYHLXTiJkMe8GcJJzgRyY1NITLFZm27MfeNoJ9eVsZcAhri4C6DeyLS50CxOhQNg01YeziedrVoRuBofSMIW-ihQOjagD7pz2Hs7RLJXCG1FaD3nu~s6zI8heHyP-bkoJr3SePkKihNnOCbHXQ__	1	1	itraq_117	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIMIR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-9	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM2	not available	Xenograft Tissue	run52	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=TyzaelnDdeLvpzv4MW8ZsLO-For3l-hvIK~KjDCsm5Tb7JDUGHLPAAgpsnzU9Ca5bYmy8s7fazl2SNGCub2TPH3Hw3i~40k3w5qMLo5q-~d9XBJgGskdOH7omHHHNf5gQRcvlMi7BrQLlSvfKx0k--GUzFgdiFVhTqV0H57wBrQMJu1hMmxtKQKe9HDBXjZwx2cFXs0LJgmx7P8skiRhNZNnn~XM6tPtoX9uYJNzKzy83~fPGJCFMpP5QvHl1WCCuE6lDyaLVWFPMeT5TEf7f2JsnkB~IdvFUz0VUdBG~YBc27RZN3wYJYjeTQBusbBMz5kc-GFyICxuxmxKR2IFIw__	1	2	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-10	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM8	not available	Xenograft Tissue	run52	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=TyzaelnDdeLvpzv4MW8ZsLO-For3l-hvIK~KjDCsm5Tb7JDUGHLPAAgpsnzU9Ca5bYmy8s7fazl2SNGCub2TPH3Hw3i~40k3w5qMLo5q-~d9XBJgGskdOH7omHHHNf5gQRcvlMi7BrQLlSvfKx0k--GUzFgdiFVhTqV0H57wBrQMJu1hMmxtKQKe9HDBXjZwx2cFXs0LJgmx7P8skiRhNZNnn~XM6tPtoX9uYJNzKzy83~fPGJCFMpP5QvHl1WCCuE6lDyaLVWFPMeT5TEf7f2JsnkB~IdvFUz0VUdBG~YBc27RZN3wYJYjeTQBusbBMz5kc-GFyICxuxmxKR2IFIw__	1	2	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM8	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-11	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM21	not available	Xenograft Tissue	run52	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=TyzaelnDdeLvpzv4MW8ZsLO-For3l-hvIK~KjDCsm5Tb7JDUGHLPAAgpsnzU9Ca5bYmy8s7fazl2SNGCub2TPH3Hw3i~40k3w5qMLo5q-~d9XBJgGskdOH7omHHHNf5gQRcvlMi7BrQLlSvfKx0k--GUzFgdiFVhTqV0H57wBrQMJu1hMmxtKQKe9HDBXjZwx2cFXs0LJgmx7P8skiRhNZNnn~XM6tPtoX9uYJNzKzy83~fPGJCFMpP5QvHl1WCCuE6lDyaLVWFPMeT5TEf7f2JsnkB~IdvFUz0VUdBG~YBc27RZN3wYJYjeTQBusbBMz5kc-GFyICxuxmxKR2IFIw__	1	2	itraq_116	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM21	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIMIR	not available	Xenograft Tissue	run52	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f02.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=TyzaelnDdeLvpzv4MW8ZsLO-For3l-hvIK~KjDCsm5Tb7JDUGHLPAAgpsnzU9Ca5bYmy8s7fazl2SNGCub2TPH3Hw3i~40k3w5qMLo5q-~d9XBJgGskdOH7omHHHNf5gQRcvlMi7BrQLlSvfKx0k--GUzFgdiFVhTqV0H57wBrQMJu1hMmxtKQKe9HDBXjZwx2cFXs0LJgmx7P8skiRhNZNnn~XM6tPtoX9uYJNzKzy83~fPGJCFMpP5QvHl1WCCuE6lDyaLVWFPMeT5TEf7f2JsnkB~IdvFUz0VUdBG~YBc27RZN3wYJYjeTQBusbBMz5kc-GFyICxuxmxKR2IFIw__	1	2	itraq_117	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIMIR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-9	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM2	not available	Xenograft Tissue	run53	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WRG0t8LrcGjZFC-WNM84QKQjNM7QK0koNQ2ad~mxCjc8HxuFoZpcnXxKWAX~UQNQTYecrfN~Xisa2zCCk2CMZJkAYRBRRfkR2FS-O0bYdw05eLUK81OuD3SPPj24roe70LPcQdzWmhMEodRbp5Uhw7PIeDG98M8MVknp5OX0cpJNKDxCyBr2Ok4nvddBM95eP4WUYu~QLjb-Xg5FJOmhB5FI8H5oBogSCPfZ8k07bO6Omulwuo62l9JvhFkBOctGG3UQnlmE4rNI~zEifJ1JDb6fD6739mRMZ7~wSeSstZq5o2mEErShBNcdVrrQfvluLLUk8G2EuEZZjwp9XL3qOQ__	1	3	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-10	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM8	not available	Xenograft Tissue	run53	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WRG0t8LrcGjZFC-WNM84QKQjNM7QK0koNQ2ad~mxCjc8HxuFoZpcnXxKWAX~UQNQTYecrfN~Xisa2zCCk2CMZJkAYRBRRfkR2FS-O0bYdw05eLUK81OuD3SPPj24roe70LPcQdzWmhMEodRbp5Uhw7PIeDG98M8MVknp5OX0cpJNKDxCyBr2Ok4nvddBM95eP4WUYu~QLjb-Xg5FJOmhB5FI8H5oBogSCPfZ8k07bO6Omulwuo62l9JvhFkBOctGG3UQnlmE4rNI~zEifJ1JDb6fD6739mRMZ7~wSeSstZq5o2mEErShBNcdVrrQfvluLLUk8G2EuEZZjwp9XL3qOQ__	1	3	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM8	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-11	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM21	not available	Xenograft Tissue	run53	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WRG0t8LrcGjZFC-WNM84QKQjNM7QK0koNQ2ad~mxCjc8HxuFoZpcnXxKWAX~UQNQTYecrfN~Xisa2zCCk2CMZJkAYRBRRfkR2FS-O0bYdw05eLUK81OuD3SPPj24roe70LPcQdzWmhMEodRbp5Uhw7PIeDG98M8MVknp5OX0cpJNKDxCyBr2Ok4nvddBM95eP4WUYu~QLjb-Xg5FJOmhB5FI8H5oBogSCPfZ8k07bO6Omulwuo62l9JvhFkBOctGG3UQnlmE4rNI~zEifJ1JDb6fD6739mRMZ7~wSeSstZq5o2mEErShBNcdVrrQfvluLLUk8G2EuEZZjwp9XL3qOQ__	1	3	itraq_116	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM21	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIMIR	not available	Xenograft Tissue	run53	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f03.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WRG0t8LrcGjZFC-WNM84QKQjNM7QK0koNQ2ad~mxCjc8HxuFoZpcnXxKWAX~UQNQTYecrfN~Xisa2zCCk2CMZJkAYRBRRfkR2FS-O0bYdw05eLUK81OuD3SPPj24roe70LPcQdzWmhMEodRbp5Uhw7PIeDG98M8MVknp5OX0cpJNKDxCyBr2Ok4nvddBM95eP4WUYu~QLjb-Xg5FJOmhB5FI8H5oBogSCPfZ8k07bO6Omulwuo62l9JvhFkBOctGG3UQnlmE4rNI~zEifJ1JDb6fD6739mRMZ7~wSeSstZq5o2mEErShBNcdVrrQfvluLLUk8G2EuEZZjwp9XL3qOQ__	1	3	itraq_117	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIMIR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-9	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM2	not available	Xenograft Tissue	run54	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=G6LjvJF5hrrfzqSA9d86Wus9WxF2dTzPOrst31~W1MXydAQ8t~kOknvEWazKwU6NTlQraGUss5UjJrY56qdNJYnY7o3wbgRUp59kag-qRMTVHDmRPJG8s5-f0uFr3QJaxj0Fa6m6HBf49iTJUJWeQVs8tavwWdm3fTAoZS0ggCLhGFBvevP~4DymBRI2F~rBJow-LppENhkj4Lwfl4QPL2hUGCj2OpBcTcz4DoMi-F0PAR19ODWIl3HAnvllTkC6gHGxtDeVDbMgp7wCkULyMxWbAU~9Poq70L~LEwJRYa7XFzPb4KiTyIXDrOJd5O8SfKrLd2wj~4LXovdnVybK6Q__	1	4	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-10	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM8	not available	Xenograft Tissue	run54	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=G6LjvJF5hrrfzqSA9d86Wus9WxF2dTzPOrst31~W1MXydAQ8t~kOknvEWazKwU6NTlQraGUss5UjJrY56qdNJYnY7o3wbgRUp59kag-qRMTVHDmRPJG8s5-f0uFr3QJaxj0Fa6m6HBf49iTJUJWeQVs8tavwWdm3fTAoZS0ggCLhGFBvevP~4DymBRI2F~rBJow-LppENhkj4Lwfl4QPL2hUGCj2OpBcTcz4DoMi-F0PAR19ODWIl3HAnvllTkC6gHGxtDeVDbMgp7wCkULyMxWbAU~9Poq70L~LEwJRYa7XFzPb4KiTyIXDrOJd5O8SfKrLd2wj~4LXovdnVybK6Q__	1	4	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM8	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-11	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM21	not available	Xenograft Tissue	run54	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=G6LjvJF5hrrfzqSA9d86Wus9WxF2dTzPOrst31~W1MXydAQ8t~kOknvEWazKwU6NTlQraGUss5UjJrY56qdNJYnY7o3wbgRUp59kag-qRMTVHDmRPJG8s5-f0uFr3QJaxj0Fa6m6HBf49iTJUJWeQVs8tavwWdm3fTAoZS0ggCLhGFBvevP~4DymBRI2F~rBJow-LppENhkj4Lwfl4QPL2hUGCj2OpBcTcz4DoMi-F0PAR19ODWIl3HAnvllTkC6gHGxtDeVDbMgp7wCkULyMxWbAU~9Poq70L~LEwJRYa7XFzPb4KiTyIXDrOJd5O8SfKrLd2wj~4LXovdnVybK6Q__	1	4	itraq_116	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM21	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIMIR	not available	Xenograft Tissue	run54	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f04.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=G6LjvJF5hrrfzqSA9d86Wus9WxF2dTzPOrst31~W1MXydAQ8t~kOknvEWazKwU6NTlQraGUss5UjJrY56qdNJYnY7o3wbgRUp59kag-qRMTVHDmRPJG8s5-f0uFr3QJaxj0Fa6m6HBf49iTJUJWeQVs8tavwWdm3fTAoZS0ggCLhGFBvevP~4DymBRI2F~rBJow-LppENhkj4Lwfl4QPL2hUGCj2OpBcTcz4DoMi-F0PAR19ODWIl3HAnvllTkC6gHGxtDeVDbMgp7wCkULyMxWbAU~9Poq70L~LEwJRYa7XFzPb4KiTyIXDrOJd5O8SfKrLd2wj~4LXovdnVybK6Q__	1	4	itraq_117	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIMIR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-9	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM2	not available	Xenograft Tissue	run55	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f05.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=NZKZHotCCtoryuexImkpV2k1oiJ-eDgPkKegcjgmo7fcrueZEkpTecXCjxSSIr~-adNE3cEMxGVrMU2Zc4zwcPLpeZ16-IzxK04zoKLsgX-L1eFEhCs5nMrmqIgWzjo1aonjlZTyA8ac9bQbZGOvZPL7SuA8sBi5b40o9yk1Dkg4Nx-dMykccXHgsyMzmHy0-D8zqFgpZmkXvsghitbQ~gtBeERbTL73Copxiac7xhq12GsyIg3YhDlUT8BXYRIlm5dytEmyYkt4gBKGHq0z6IfwBDYtE2L-E9qucNoXSVXSHJ0AnrC4U4QVhclsDNoFDftp4Qxz8SzJvDiCHDs8tA__	1	5	itraq_114	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000303-Sample-10	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	WHIM8	not available	Xenograft Tissue	run55	proteomic profiling by mass spectrometry	WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/122/WHIM01_2_8_21_IR_W_BI_20131217_H-PM_f05.raw?Expires=1685686821&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=NZKZHotCCtoryuexImkpV2k1oiJ-eDgPkKegcjgmo7fcrueZEkpTecXCjxSSIr~-adNE3cEMxGVrMU2Zc4zwcPLpeZ16-IzxK04zoKLsgX-L1eFEhCs5nMrmqIgWzjo1aonjlZTyA8ac9bQbZGOvZPL7SuA8sBi5b40o9yk1Dkg4Nx-dMykccXHgsyMzmHy0-D8zqFgpZmkXvsghitbQ~gtBeERbTL73Copxiac7xhq12GsyIg3YhDlUT8BXYRIlm5dytEmyYkt4gBKGHq0z6IfwBDYtE2L-E9qucNoXSVXSHJ0AnrC4U4QVhclsDNoFDftp4Qxz8SzJvDiCHDs8tA__	1	5	itraq_115	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM8	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
