source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000307-Sample-10	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run32	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f07.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f07.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=U7gF7n8LC8zqcv3zCjS4nzJVhDDry~KDudMNJOzY-h34NJSehhafDTt7JxfSRgxuumFi7KjvakeNvBKlqYLUD40ssnZR2ZGKlICtTkNbR~Sso93oVKiTtsvtifRem6exNqvU91dTlWSGl-hspKJVnLNz5~7dvLUdMVs74H7RAlJnM6pxJnGlUxjjI2vXNkG-V7OTp4kfi33IgYQs52NHssQg1w27sllZ44l6cKbdLB3PRUJKHsXCOJRT32m7bP3fv-LJ59wm1tczbKX5Gnd8Qlyus027~ty7zzsasd4kNY6RjpQ-VhGxgd5n1qMfMInxFCncg9Wdv7qZ9~mBFyeCZA__	1	7	tmt_129n	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-11	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run32	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f07.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f07.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=U7gF7n8LC8zqcv3zCjS4nzJVhDDry~KDudMNJOzY-h34NJSehhafDTt7JxfSRgxuumFi7KjvakeNvBKlqYLUD40ssnZR2ZGKlICtTkNbR~Sso93oVKiTtsvtifRem6exNqvU91dTlWSGl-hspKJVnLNz5~7dvLUdMVs74H7RAlJnM6pxJnGlUxjjI2vXNkG-V7OTp4kfi33IgYQs52NHssQg1w27sllZ44l6cKbdLB3PRUJKHsXCOJRT32m7bP3fv-LJ59wm1tczbKX5Gnd8Qlyus027~ty7zzsasd4kNY6RjpQ-VhGxgd5n1qMfMInxFCncg9Wdv7qZ9~mBFyeCZA__	1	7	tmt_130c	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIM IR	not available	Xenograft Tissue	run32	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f07.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f07.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=U7gF7n8LC8zqcv3zCjS4nzJVhDDry~KDudMNJOzY-h34NJSehhafDTt7JxfSRgxuumFi7KjvakeNvBKlqYLUD40ssnZR2ZGKlICtTkNbR~Sso93oVKiTtsvtifRem6exNqvU91dTlWSGl-hspKJVnLNz5~7dvLUdMVs74H7RAlJnM6pxJnGlUxjjI2vXNkG-V7OTp4kfi33IgYQs52NHssQg1w27sllZ44l6cKbdLB3PRUJKHsXCOJRT32m7bP3fv-LJ59wm1tczbKX5Gnd8Qlyus027~ty7zzsasd4kNY6RjpQ-VhGxgd5n1qMfMInxFCncg9Wdv7qZ9~mBFyeCZA__	1	7	tmt_131	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM IR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-7	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run33	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=URs0wz0xXF-XUFx7OVVcj~6gZVz9MaxWKywe2MIhn-lKsTlNs1SXkM3CaProJEXQHz7Vhv3AnUIyT6nYjvxdbCHJF~9qGYMzAAg0zj4UKr7GuhUA5SLiC3A2BxllBg5ahVqyFFCU9hVjJsUlpaeLrfqpdakjpesGd9QtitImhYL7iWRK-ZU7ozDp8hI-M6y8n5cn1RiIJJAQOsa2hOxwHps~AJeTUcvFVs4GfsshyKo4htK5RjoIpO7stjS-YryYrgmObG6TL9MR1o8FeCPb9aRBcI~F55nWyHDOjU3gC70gkImOoAsb9PBsKTjuyH1jKt9HFfoaELA8jkWI6W5s5Q__	1	8	tmt_126	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-8	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run33	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=URs0wz0xXF-XUFx7OVVcj~6gZVz9MaxWKywe2MIhn-lKsTlNs1SXkM3CaProJEXQHz7Vhv3AnUIyT6nYjvxdbCHJF~9qGYMzAAg0zj4UKr7GuhUA5SLiC3A2BxllBg5ahVqyFFCU9hVjJsUlpaeLrfqpdakjpesGd9QtitImhYL7iWRK-ZU7ozDp8hI-M6y8n5cn1RiIJJAQOsa2hOxwHps~AJeTUcvFVs4GfsshyKo4htK5RjoIpO7stjS-YryYrgmObG6TL9MR1o8FeCPb9aRBcI~F55nWyHDOjU3gC70gkImOoAsb9PBsKTjuyH1jKt9HFfoaELA8jkWI6W5s5Q__	1	8	tmt_127n	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-9	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run33	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=URs0wz0xXF-XUFx7OVVcj~6gZVz9MaxWKywe2MIhn-lKsTlNs1SXkM3CaProJEXQHz7Vhv3AnUIyT6nYjvxdbCHJF~9qGYMzAAg0zj4UKr7GuhUA5SLiC3A2BxllBg5ahVqyFFCU9hVjJsUlpaeLrfqpdakjpesGd9QtitImhYL7iWRK-ZU7ozDp8hI-M6y8n5cn1RiIJJAQOsa2hOxwHps~AJeTUcvFVs4GfsshyKo4htK5RjoIpO7stjS-YryYrgmObG6TL9MR1o8FeCPb9aRBcI~F55nWyHDOjU3gC70gkImOoAsb9PBsKTjuyH1jKt9HFfoaELA8jkWI6W5s5Q__	1	8	tmt_128c	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-10	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run33	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=URs0wz0xXF-XUFx7OVVcj~6gZVz9MaxWKywe2MIhn-lKsTlNs1SXkM3CaProJEXQHz7Vhv3AnUIyT6nYjvxdbCHJF~9qGYMzAAg0zj4UKr7GuhUA5SLiC3A2BxllBg5ahVqyFFCU9hVjJsUlpaeLrfqpdakjpesGd9QtitImhYL7iWRK-ZU7ozDp8hI-M6y8n5cn1RiIJJAQOsa2hOxwHps~AJeTUcvFVs4GfsshyKo4htK5RjoIpO7stjS-YryYrgmObG6TL9MR1o8FeCPb9aRBcI~F55nWyHDOjU3gC70gkImOoAsb9PBsKTjuyH1jKt9HFfoaELA8jkWI6W5s5Q__	1	8	tmt_129n	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-11	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run33	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=URs0wz0xXF-XUFx7OVVcj~6gZVz9MaxWKywe2MIhn-lKsTlNs1SXkM3CaProJEXQHz7Vhv3AnUIyT6nYjvxdbCHJF~9qGYMzAAg0zj4UKr7GuhUA5SLiC3A2BxllBg5ahVqyFFCU9hVjJsUlpaeLrfqpdakjpesGd9QtitImhYL7iWRK-ZU7ozDp8hI-M6y8n5cn1RiIJJAQOsa2hOxwHps~AJeTUcvFVs4GfsshyKo4htK5RjoIpO7stjS-YryYrgmObG6TL9MR1o8FeCPb9aRBcI~F55nWyHDOjU3gC70gkImOoAsb9PBsKTjuyH1jKt9HFfoaELA8jkWI6W5s5Q__	1	8	tmt_130c	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIM IR	not available	Xenograft Tissue	run33	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f08.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=URs0wz0xXF-XUFx7OVVcj~6gZVz9MaxWKywe2MIhn-lKsTlNs1SXkM3CaProJEXQHz7Vhv3AnUIyT6nYjvxdbCHJF~9qGYMzAAg0zj4UKr7GuhUA5SLiC3A2BxllBg5ahVqyFFCU9hVjJsUlpaeLrfqpdakjpesGd9QtitImhYL7iWRK-ZU7ozDp8hI-M6y8n5cn1RiIJJAQOsa2hOxwHps~AJeTUcvFVs4GfsshyKo4htK5RjoIpO7stjS-YryYrgmObG6TL9MR1o8FeCPb9aRBcI~F55nWyHDOjU3gC70gkImOoAsb9PBsKTjuyH1jKt9HFfoaELA8jkWI6W5s5Q__	1	8	tmt_131	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM IR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-7	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run34	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=B7vF8oKuN6E0f8Gf1KXTL38CUFV3~TNZ9fen8Rj~c-1r6GavHA3rbgZn6qf7Trj5IwO4RD0Knjlmo7AJ5mGcMa~hvoUAeFiz30j8voj-qaG6i64cii4k9EFHbyZPNXL7ZjWVZOxnpOmfDcNa~0uzmUr5fsqLERixfs6V1iOMVB~eFlAqOaKcwklYJVymH-ehClze~FXmUAERtOBXvMJZxLWhr72kJNxWVw6fTioRn6XGJ1FK7cX23r42Idjly6Jz1bt5dc~GsLL58XAr6oq9zfCD7gCf5of7ym3mbWDzWnFE8tQ9vhTy7J5NfcnFcc9R6-nfqlsB6pBtZ7Vd6ioffA__	1	9	tmt_126	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-8	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run34	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=B7vF8oKuN6E0f8Gf1KXTL38CUFV3~TNZ9fen8Rj~c-1r6GavHA3rbgZn6qf7Trj5IwO4RD0Knjlmo7AJ5mGcMa~hvoUAeFiz30j8voj-qaG6i64cii4k9EFHbyZPNXL7ZjWVZOxnpOmfDcNa~0uzmUr5fsqLERixfs6V1iOMVB~eFlAqOaKcwklYJVymH-ehClze~FXmUAERtOBXvMJZxLWhr72kJNxWVw6fTioRn6XGJ1FK7cX23r42Idjly6Jz1bt5dc~GsLL58XAr6oq9zfCD7gCf5of7ym3mbWDzWnFE8tQ9vhTy7J5NfcnFcc9R6-nfqlsB6pBtZ7Vd6ioffA__	1	9	tmt_127n	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-9	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run34	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=B7vF8oKuN6E0f8Gf1KXTL38CUFV3~TNZ9fen8Rj~c-1r6GavHA3rbgZn6qf7Trj5IwO4RD0Knjlmo7AJ5mGcMa~hvoUAeFiz30j8voj-qaG6i64cii4k9EFHbyZPNXL7ZjWVZOxnpOmfDcNa~0uzmUr5fsqLERixfs6V1iOMVB~eFlAqOaKcwklYJVymH-ehClze~FXmUAERtOBXvMJZxLWhr72kJNxWVw6fTioRn6XGJ1FK7cX23r42Idjly6Jz1bt5dc~GsLL58XAr6oq9zfCD7gCf5of7ym3mbWDzWnFE8tQ9vhTy7J5NfcnFcc9R6-nfqlsB6pBtZ7Vd6ioffA__	1	9	tmt_128c	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-10	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run34	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=B7vF8oKuN6E0f8Gf1KXTL38CUFV3~TNZ9fen8Rj~c-1r6GavHA3rbgZn6qf7Trj5IwO4RD0Knjlmo7AJ5mGcMa~hvoUAeFiz30j8voj-qaG6i64cii4k9EFHbyZPNXL7ZjWVZOxnpOmfDcNa~0uzmUr5fsqLERixfs6V1iOMVB~eFlAqOaKcwklYJVymH-ehClze~FXmUAERtOBXvMJZxLWhr72kJNxWVw6fTioRn6XGJ1FK7cX23r42Idjly6Jz1bt5dc~GsLL58XAr6oq9zfCD7gCf5of7ym3mbWDzWnFE8tQ9vhTy7J5NfcnFcc9R6-nfqlsB6pBtZ7Vd6ioffA__	1	9	tmt_129n	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-11	human + mouse	not available	not available	not available	not available	not available	Triple-negative breast cancer	1	WHIM 30	not available	Xenograft Tissue	run34	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=B7vF8oKuN6E0f8Gf1KXTL38CUFV3~TNZ9fen8Rj~c-1r6GavHA3rbgZn6qf7Trj5IwO4RD0Knjlmo7AJ5mGcMa~hvoUAeFiz30j8voj-qaG6i64cii4k9EFHbyZPNXL7ZjWVZOxnpOmfDcNa~0uzmUr5fsqLERixfs6V1iOMVB~eFlAqOaKcwklYJVymH-ehClze~FXmUAERtOBXvMJZxLWhr72kJNxWVw6fTioRn6XGJ1FK7cX23r42Idjly6Jz1bt5dc~GsLL58XAr6oq9zfCD7gCf5of7ym3mbWDzWnFE8tQ9vhTy7J5NfcnFcc9R6-nfqlsB6pBtZ7Vd6ioffA__	1	9	tmt_130c	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM 30	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000307-Sample-12	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	WHIM IR	not available	Xenograft Tissue	run34	proteomic profiling by mass spectrometry	BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/124/BKM02_WHIM30_W_BI_20150320_H-FM_f09.raw?Expires=1685684159&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=B7vF8oKuN6E0f8Gf1KXTL38CUFV3~TNZ9fen8Rj~c-1r6GavHA3rbgZn6qf7Trj5IwO4RD0Knjlmo7AJ5mGcMa~hvoUAeFiz30j8voj-qaG6i64cii4k9EFHbyZPNXL7ZjWVZOxnpOmfDcNa~0uzmUr5fsqLERixfs6V1iOMVB~eFlAqOaKcwklYJVymH-ehClze~FXmUAERtOBXvMJZxLWhr72kJNxWVw6fTioRn6XGJ1FK7cX23r42Idjly6Jz1bt5dc~GsLL58XAr6oq9zfCD7gCf5of7ym3mbWDzWnFE8tQ9vhTy7J5NfcnFcc9R6-nfqlsB6pBtZ7Vd6ioffA__	1	9	tmt_131	NT=Q Exactive;AC=MS:1001911	NT=HCD;AC=PRIDE:0000590	28% NCE	20 ppm	20 ppm	WHIM IR	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
