source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000329-Sample-9	not available	not available	not available	not available	not available	not available	Not Reported	1	CR3	not available	Xenograft Tissue	run6	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF6.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF6.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=VwBAsZTYqIVxXxVer87TPFnCTzPQ1mP2DIEo5mcC3lHsqTr8jEiJjO4mxM3FRJ2CjXKiqPGMrV~ZSkgjQ~VOWDs0zITKsxOkTbjhirIgD2VJ5yuHeFIUEVyNwxrwe-NrrkRIy~C1-E7wB8EjHe32MuAl6mugKb8iFx4mkSwmt4RRF59QFA2HYTBWuH8Igrn9xGWb1MmyuhV98xPN--IEnkRbCoswxeU340FliY~~eb~W3637O7BrnjrIGd-5PuxbYwX291drkrPIOw~T6qPrsW-S4q0PLyjiPX9jbqqZrriC-EJ05wDk5pDgypg6Z21bqU9f07bgnNOkwqRZD82IwA__	1	6	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Not Reported	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-10	not available	not available	not available	not available	not available	not available	Not Reported	1	CR1	not available	Xenograft Tissue	run6	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF6.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF6.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=VwBAsZTYqIVxXxVer87TPFnCTzPQ1mP2DIEo5mcC3lHsqTr8jEiJjO4mxM3FRJ2CjXKiqPGMrV~ZSkgjQ~VOWDs0zITKsxOkTbjhirIgD2VJ5yuHeFIUEVyNwxrwe-NrrkRIy~C1-E7wB8EjHe32MuAl6mugKb8iFx4mkSwmt4RRF59QFA2HYTBWuH8Igrn9xGWb1MmyuhV98xPN--IEnkRbCoswxeU340FliY~~eb~W3637O7BrnjrIGd-5PuxbYwX291drkrPIOw~T6qPrsW-S4q0PLyjiPX9jbqqZrriC-EJ05wDk5pDgypg6Z21bqU9f07bgnNOkwqRZD82IwA__	1	6	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Not Reported	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-1	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM20	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-2	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM2	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-3	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM18	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-4	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM14	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-5	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM18	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-6	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM20	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-7	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM2	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-8	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM14	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-9	not available	not available	not available	not available	not available	not available	Not Reported	1	CR3	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Not Reported	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-10	not available	not available	not available	not available	not available	not available	Not Reported	1	CR1	not available	Xenograft Tissue	run7	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF7.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=hLV55PALxfI33HZfWAAUGJLVSBbUA8x8FZXgf5-NGDOihPuOhPgRd~cVYdLd61Tm2EoT9wnoIFJqMk~9n5aWP7bvQTSQftihOSrg63HTB3jDJ-IP-R~86GXeGWzU-S-62AcNl7GdllrbtJ21gMrVFsZ39bYH76CbYMS0oFGnaefWk9CU2oOgPWwUZPjDMR4ughwzm3Qh6HtDkFxb5~Tm7nyuvohuWSsu2eNel5JgZmIvhmcEct3Jw3LvO7MEltURHnbSSdMvVtVw8zwey6J-G5aYwyQIlFwDJQsHtnAurpr3dmowcr4ruXAbnDV~5KF8BLFhvzRO6dHFvoJjJkE9zg__	1	7	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Not Reported	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-1	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM20	not available	Xenograft Tissue	run8	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF8.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF8.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=HcfYLXmbI6f1p~J0kAY48Az3oSMg0K0eO3KWfJvhMgAnHviU1jBosI6gU6x5Hc1Da~JyHd~hnEh6RqZ2IqEeIkeIesv2qlkAjWYBKFdwvX6YQzCklYaE88Uj~sikPJXpASQoOk6jufgORZUs3-AMeypvpRdS236Q2R72WTGLE7LtdtKBunoSkQUXhCfILhYW558CUiRzrXwd8bg4ieBeXLRr~qXpNDzSwc-1r3OF5CSN8YbpStpC~tHSKW6ktJzEYL85qP6m355sFp5e~BYfSCCQM5-xlNyVrECo8maxWZlzila65YFLH-tAVgLIlok33mSW3YlwIIbxYsUvspcSCw__	1	8	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-2	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM2	not available	Xenograft Tissue	run8	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF8.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF8.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=HcfYLXmbI6f1p~J0kAY48Az3oSMg0K0eO3KWfJvhMgAnHviU1jBosI6gU6x5Hc1Da~JyHd~hnEh6RqZ2IqEeIkeIesv2qlkAjWYBKFdwvX6YQzCklYaE88Uj~sikPJXpASQoOk6jufgORZUs3-AMeypvpRdS236Q2R72WTGLE7LtdtKBunoSkQUXhCfILhYW558CUiRzrXwd8bg4ieBeXLRr~qXpNDzSwc-1r3OF5CSN8YbpStpC~tHSKW6ktJzEYL85qP6m355sFp5e~BYfSCCQM5-xlNyVrECo8maxWZlzila65YFLH-tAVgLIlok33mSW3YlwIIbxYsUvspcSCw__	1	8	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000329-Sample-3	not available	not available	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM18	not available	Xenograft Tissue	run8	proteomic profiling by mass spectrometry	BR20180216_SS_Microscale_PDXBiopsy_ProteomeF8.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/129/BR20180216_SS_Microscale_PDXBiopsy_ProteomeF8.raw?Expires=1685518224&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=HcfYLXmbI6f1p~J0kAY48Az3oSMg0K0eO3KWfJvhMgAnHviU1jBosI6gU6x5Hc1Da~JyHd~hnEh6RqZ2IqEeIkeIesv2qlkAjWYBKFdwvX6YQzCklYaE88Uj~sikPJXpASQoOk6jufgORZUs3-AMeypvpRdS236Q2R72WTGLE7LtdtKBunoSkQUXhCfILhYW558CUiRzrXwd8bg4ieBeXLRr~qXpNDzSwc-1r3OF5CSN8YbpStpC~tHSKW6ktJzEYL85qP6m355sFp5e~BYfSCCQM5-xlNyVrECo8maxWZlzila65YFLH-tAVgLIlok33mSW3YlwIIbxYsUvspcSCw__	1	8	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	36% NCE	20 ppm	20 ppm	Breast Invasive Carcinoma	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
