source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PDC000293-Sample-2	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run22	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f22.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f22.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=DtQTYvSqkqo4UWjvy~2Ywd-~qcqDV1U5zPgunJ4Q60MiZzI1wfgtWlufRSUe-pUCoqkYdIO~VYvnvN1SP7d1R-9Pu6ozAKuO8EpgBItoh5qhjrWMqE5aqsMbVFXVAn5UapyymEvXOLlBbejdBAEhcNsZec0bAXYmM-9ScG2GuFN4KJcw9BnmUdpBW17-xx-09tFYk0ViC6pPrB9EvyQkLXDaqJxA0VlabXp-~qLkn9Lp0UvDNcBxT4vWrjTQbyX64QaMh9jgGYPYHMFOdaKwttgSF7XOsPxvme3myRtJYOIhBsgCMXsoxegX8r-LPmVjcoV2F3tv1KRKxbkrSQ0CcA__	1	22	itraq_115	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-3	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run22	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f22.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f22.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=DtQTYvSqkqo4UWjvy~2Ywd-~qcqDV1U5zPgunJ4Q60MiZzI1wfgtWlufRSUe-pUCoqkYdIO~VYvnvN1SP7d1R-9Pu6ozAKuO8EpgBItoh5qhjrWMqE5aqsMbVFXVAn5UapyymEvXOLlBbejdBAEhcNsZec0bAXYmM-9ScG2GuFN4KJcw9BnmUdpBW17-xx-09tFYk0ViC6pPrB9EvyQkLXDaqJxA0VlabXp-~qLkn9Lp0UvDNcBxT4vWrjTQbyX64QaMh9jgGYPYHMFOdaKwttgSF7XOsPxvme3myRtJYOIhBsgCMXsoxegX8r-LPmVjcoV2F3tv1KRKxbkrSQ0CcA__	1	22	itraq_116	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-4	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run22	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f22.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f22.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=DtQTYvSqkqo4UWjvy~2Ywd-~qcqDV1U5zPgunJ4Q60MiZzI1wfgtWlufRSUe-pUCoqkYdIO~VYvnvN1SP7d1R-9Pu6ozAKuO8EpgBItoh5qhjrWMqE5aqsMbVFXVAn5UapyymEvXOLlBbejdBAEhcNsZec0bAXYmM-9ScG2GuFN4KJcw9BnmUdpBW17-xx-09tFYk0ViC6pPrB9EvyQkLXDaqJxA0VlabXp-~qLkn9Lp0UvDNcBxT4vWrjTQbyX64QaMh9jgGYPYHMFOdaKwttgSF7XOsPxvme3myRtJYOIhBsgCMXsoxegX8r-LPmVjcoV2F3tv1KRKxbkrSQ0CcA__	1	22	itraq_117	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-1	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run23	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f23.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XnlLxpnK-1XSEn034-E3BNJjsWoFVx8MZInnd547Ka1oumMWbamDK6UC~r66QCbntXV4c4eqeE~dPFLGHQ39AWv1XloDOjt9bIM9gI1QzXJ2lx4yMe~4WLvFQtY-bdHtTn5qtBdKeESeSOdk8K0CCG93TNpCzBWurv6gdvzHB~cWvwZyhsvoL3lOwr4yfFedP3t1vFUqToWsBTaDz66GMUt0DyIhsOzDNWbBSGOfOhAChKdLUU-YppWVDcCQyJuEX6o5WvaAqQGop~lzOvlmrcU6JrlKBV6SepxWXUylbqURBEM58zr58JPR4N-bN9A0DTjmHfoxzqayRdeKvhvSHw__	1	23	itraq_114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-2	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run23	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f23.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XnlLxpnK-1XSEn034-E3BNJjsWoFVx8MZInnd547Ka1oumMWbamDK6UC~r66QCbntXV4c4eqeE~dPFLGHQ39AWv1XloDOjt9bIM9gI1QzXJ2lx4yMe~4WLvFQtY-bdHtTn5qtBdKeESeSOdk8K0CCG93TNpCzBWurv6gdvzHB~cWvwZyhsvoL3lOwr4yfFedP3t1vFUqToWsBTaDz66GMUt0DyIhsOzDNWbBSGOfOhAChKdLUU-YppWVDcCQyJuEX6o5WvaAqQGop~lzOvlmrcU6JrlKBV6SepxWXUylbqURBEM58zr58JPR4N-bN9A0DTjmHfoxzqayRdeKvhvSHw__	1	23	itraq_115	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-3	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run23	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f23.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XnlLxpnK-1XSEn034-E3BNJjsWoFVx8MZInnd547Ka1oumMWbamDK6UC~r66QCbntXV4c4eqeE~dPFLGHQ39AWv1XloDOjt9bIM9gI1QzXJ2lx4yMe~4WLvFQtY-bdHtTn5qtBdKeESeSOdk8K0CCG93TNpCzBWurv6gdvzHB~cWvwZyhsvoL3lOwr4yfFedP3t1vFUqToWsBTaDz66GMUt0DyIhsOzDNWbBSGOfOhAChKdLUU-YppWVDcCQyJuEX6o5WvaAqQGop~lzOvlmrcU6JrlKBV6SepxWXUylbqURBEM58zr58JPR4N-bN9A0DTjmHfoxzqayRdeKvhvSHw__	1	23	itraq_116	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-4	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run23	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f23.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XnlLxpnK-1XSEn034-E3BNJjsWoFVx8MZInnd547Ka1oumMWbamDK6UC~r66QCbntXV4c4eqeE~dPFLGHQ39AWv1XloDOjt9bIM9gI1QzXJ2lx4yMe~4WLvFQtY-bdHtTn5qtBdKeESeSOdk8K0CCG93TNpCzBWurv6gdvzHB~cWvwZyhsvoL3lOwr4yfFedP3t1vFUqToWsBTaDz66GMUt0DyIhsOzDNWbBSGOfOhAChKdLUU-YppWVDcCQyJuEX6o5WvaAqQGop~lzOvlmrcU6JrlKBV6SepxWXUylbqURBEM58zr58JPR4N-bN9A0DTjmHfoxzqayRdeKvhvSHw__	1	23	itraq_117	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-1	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f24.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QjRMezkRjLmrBJ7cbjTs1PGHIRaNAivuncbgqHaYTCETeDdXrgtls2hsTDcKh6TlHotOrNgvVlYobid9TZOiQtXJhFt43AqDhar8KhddRDuFT58JJnjxMecCVFuiKj4QcMddGItzT7u2Qh-uMDtG1~e2UVwh3EzBAhkTfzeEZzf-64EU0R-1~hJ2Pphf9FOxPBgeEEHAs-Flxa-Ak1zKbp4V~yWJUQiobI74Na2AM9NcKsfKOdNO7grN83w-VAfG07Gws7p-t7FDgESSY2RcsHSxPurb0nj7G0ZIknSIuCCARbMpRR~-Rck0XRK6UqjwxjIUT2GcBGDMF0iDd-1NYg__	1	24	itraq_114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-2	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f24.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QjRMezkRjLmrBJ7cbjTs1PGHIRaNAivuncbgqHaYTCETeDdXrgtls2hsTDcKh6TlHotOrNgvVlYobid9TZOiQtXJhFt43AqDhar8KhddRDuFT58JJnjxMecCVFuiKj4QcMddGItzT7u2Qh-uMDtG1~e2UVwh3EzBAhkTfzeEZzf-64EU0R-1~hJ2Pphf9FOxPBgeEEHAs-Flxa-Ak1zKbp4V~yWJUQiobI74Na2AM9NcKsfKOdNO7grN83w-VAfG07Gws7p-t7FDgESSY2RcsHSxPurb0nj7G0ZIknSIuCCARbMpRR~-Rck0XRK6UqjwxjIUT2GcBGDMF0iDd-1NYg__	1	24	itraq_115	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-3	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f24.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QjRMezkRjLmrBJ7cbjTs1PGHIRaNAivuncbgqHaYTCETeDdXrgtls2hsTDcKh6TlHotOrNgvVlYobid9TZOiQtXJhFt43AqDhar8KhddRDuFT58JJnjxMecCVFuiKj4QcMddGItzT7u2Qh-uMDtG1~e2UVwh3EzBAhkTfzeEZzf-64EU0R-1~hJ2Pphf9FOxPBgeEEHAs-Flxa-Ak1zKbp4V~yWJUQiobI74Na2AM9NcKsfKOdNO7grN83w-VAfG07Gws7p-t7FDgESSY2RcsHSxPurb0nj7G0ZIknSIuCCARbMpRR~-Rck0XRK6UqjwxjIUT2GcBGDMF0iDd-1NYg__	1	24	itraq_116	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-4	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run24	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B1S7_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B1S7_f24.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QjRMezkRjLmrBJ7cbjTs1PGHIRaNAivuncbgqHaYTCETeDdXrgtls2hsTDcKh6TlHotOrNgvVlYobid9TZOiQtXJhFt43AqDhar8KhddRDuFT58JJnjxMecCVFuiKj4QcMddGItzT7u2Qh-uMDtG1~e2UVwh3EzBAhkTfzeEZzf-64EU0R-1~hJ2Pphf9FOxPBgeEEHAs-Flxa-Ak1zKbp4V~yWJUQiobI74Na2AM9NcKsfKOdNO7grN83w-VAfG07Gws7p-t7FDgESSY2RcsHSxPurb0nj7G0ZIknSIuCCARbMpRR~-Rck0XRK6UqjwxjIUT2GcBGDMF0iDd-1NYg__	1	24	itraq_117	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-5	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B2S7_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B2S7_f01.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bmM4ylfVyUfA-mshoeEH32OjrLB31aE7mDDvgVPpqclC6hNJ8AUlaCW9ReTFUqk6CPk7u0VZWoJjkj0FBGn4NalmRYRUn0~om7vzbEficpq2zFnISkx21WuPO8wZSCdjf5MNu-dAODO7J7r0Rct-hkGyNvZRKr7INFT6RAr032uqeGAASaStzPGeP1IAoYB7jJ0nvE5LfRL4VNVSA5HLRXTYfQuQ5p602t-r6sGnjaX5RTtgq8DrJGXexvpTzmDif8L64YqBgFapNajmMtYNHWAvn~wtXweB1mxnZ8pCwSKsFH2mlf13RAQwD~XJ2VxSQ-~~MI0CskZAmfZVGfVUgQ__	1	1	itraq_114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-6	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 2	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B2S7_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B2S7_f01.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bmM4ylfVyUfA-mshoeEH32OjrLB31aE7mDDvgVPpqclC6hNJ8AUlaCW9ReTFUqk6CPk7u0VZWoJjkj0FBGn4NalmRYRUn0~om7vzbEficpq2zFnISkx21WuPO8wZSCdjf5MNu-dAODO7J7r0Rct-hkGyNvZRKr7INFT6RAr032uqeGAASaStzPGeP1IAoYB7jJ0nvE5LfRL4VNVSA5HLRXTYfQuQ5p602t-r6sGnjaX5RTtgq8DrJGXexvpTzmDif8L64YqBgFapNajmMtYNHWAvn~wtXweB1mxnZ8pCwSKsFH2mlf13RAQwD~XJ2VxSQ-~~MI0CskZAmfZVGfVUgQ__	1	1	itraq_115	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 2	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-7	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B2S7_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B2S7_f01.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bmM4ylfVyUfA-mshoeEH32OjrLB31aE7mDDvgVPpqclC6hNJ8AUlaCW9ReTFUqk6CPk7u0VZWoJjkj0FBGn4NalmRYRUn0~om7vzbEficpq2zFnISkx21WuPO8wZSCdjf5MNu-dAODO7J7r0Rct-hkGyNvZRKr7INFT6RAr032uqeGAASaStzPGeP1IAoYB7jJ0nvE5LfRL4VNVSA5HLRXTYfQuQ5p602t-r6sGnjaX5RTtgq8DrJGXexvpTzmDif8L64YqBgFapNajmMtYNHWAvn~wtXweB1mxnZ8pCwSKsFH2mlf13RAQwD~XJ2VxSQ-~~MI0CskZAmfZVGfVUgQ__	1	1	itraq_116	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
PDC000293-Sample-8	human + mouse	not available	not available	not available	not available	not available	Ovarian Cancer tumor	1	WHIM 16	not available	Xenograft Tissue	run25	proteomic profiling by mass spectrometry	TCGA_CompRef_W_PNNL_B2S7_f01.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/116/TCGA_CompRef_W_PNNL_B2S7_f01.raw?Expires=1685691646&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bmM4ylfVyUfA-mshoeEH32OjrLB31aE7mDDvgVPpqclC6hNJ8AUlaCW9ReTFUqk6CPk7u0VZWoJjkj0FBGn4NalmRYRUn0~om7vzbEficpq2zFnISkx21WuPO8wZSCdjf5MNu-dAODO7J7r0Rct-hkGyNvZRKr7INFT6RAr032uqeGAASaStzPGeP1IAoYB7jJ0nvE5LfRL4VNVSA5HLRXTYfQuQ5p602t-r6sGnjaX5RTtgq8DrJGXexvpTzmDif8L64YqBgFapNajmMtYNHWAvn~wtXweB1mxnZ8pCwSKsFH2mlf13RAQwD~XJ2VxSQ-~~MI0CskZAmfZVGfVUgQ__	1	1	itraq_117	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=PRIDE:0000590	45% NCE	20 ppm	20 ppm	WHIM 16	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=iTRAQ4plex;MT=Fixed;PP=N-term;AC=UNIMOD:214	NT=iTRAQ4plex;MT=Fixed;TA=K;AC=UNIMOD:214	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Deamidated;MT=Variable;TA=Q;AC=UNIMOD:7
